Player,Team,Pos,Speed,Power,Speed+Power,Def Boost,EPM,EPM Off,EPM Def,Off -12,Off -11,Off -10,Off -9,Off -8,Off -7,Off -6,Off -5,Off -4,Off -3,Off -2,Off -1,Off +0,Off +1,Off +2,Off +3,Off +4,Off +5,Off +6,Off +7,Off +8,Off +9,Off +10,Off +11,Off +12,Off +13,Off +14,Off +15,Off +16,Off +17,Off +18,Total Advantages,Total Disadvantages,Neutral Matchups,Adv by Speed,Adv by Power,Adv by Both,Off Adv Magnitude,Off Dis Magnitude,Off Net Magnitude,Off Mean Roll Bonus,Off Max,Off Min,Off Blunted by Opp Def,Off Neutralised by Opp Def,Def -12,Def -11,Def -10,Def -9,Def -8,Def -7,Def -6,Def -5,Def -4,Def -3,Def -2,Def -1,Def +0,Def +1,Def +2,Def +3,Def +4,Def +5,Def +6,Def +7,Def +8,Def +9,Def +10,Def +11,Def +12,Def +13,Def +14,Def +15,Def +16,Def +17,Def +18,Advantages Allowed,Penalties Forced,Neutrals Allowed,Def Magnitude Allowed,Def Net Magnitude,Def Mean Allowed,Def Blunted (his Def Boost),Def Neutralised (his Def Boost),Net Edge,Budget Net Edge,Def Boost Credit,Net Edge z,EPM z,Residual,Off Residual,Def Residual
Giannis Antetokounmpo,MIA,PF,12,18,30,1,6.411,5.1401,1.2709,0,0,0,0,0,0,0,0,0,0,0,0,5,4,6,12,8,16,25,29,47,30,51,40,31,27,13,7,2,0,0,348,0,5,3,94,251,3155,0,3155,8.9377,16,0,141,5,0,0,1,5,10,15,35,49,51,41,41,20,46,17,11,6,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,39,268,46,79,-1045,-2.9603,58,19,11.898,12.1331,-0.2351,2.4348,2.8005,-0.3657,-0.1543,0.9908
Chet Holmgren,OKC,PF,11,17,28,3,5.2262,2.219,3.0072,0,0,0,0,0,0,0,0,0,0,0,1,8,6,12,8,16,25,29,47,30,51,40,31,27,13,7,2,0,0,0,344,1,8,2,114,228,2807,1,2806,7.949,15,-1,136,7,0,0,0,1,5,10,15,35,49,51,41,41,83,11,6,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,248,83,40,-816,-2.3116,183,64,10.2606,10.1275,0.1331,2.1022,2.2986,-0.1964,1.0049,-0.7734
Grayson Allen,CHA,SG,13,9,22,0,1.5532,1.8069,-0.2537,0,0,0,0,0,0,0,0,1,1,3,16,35,29,37,40,41,43,43,35,13,10,5,1,0,0,0,0,0,0,0,297,21,35,126,14,157,1360,29,1331,3.7705,11,-4,110,16,0,0,0,0,0,2,7,13,26,37,36,44,34,48,35,26,18,11,4,7,2,1,1,1,0,0,0,0,0,0,0,154,165,34,442,-10,-0.0283,0,0,3.7989,4.1105,-0.3116,0.7894,0.7425,0.0469,-0.3157,1.0247
Davion Mitchell,MIA,PG,12,8,20,0,0.6467,0.4507,0.196,0,0,0,0,0,0,0,1,1,3,16,20,44,37,40,41,43,43,35,13,10,5,1,0,0,0,0,0,0,0,0,268,41,44,148,14,106,1063,70,993,2.813,10,-5,94,15,0,0,0,0,0,0,2,7,13,26,37,36,43,35,48,35,26,18,11,4,7,2,1,1,1,0,0,0,0,0,0,189,121,43,631,344,0.9745,0,0,1.8385,2.1048,-0.2663,0.3911,0.3584,0.0327,0.0394,0.2066
Ja Morant,POR,PG,15,8,23,1,1.9877,1.4839,0.5038,0,0,0,0,0,0,0,0,0,1,4,6,24,13,22,29,24,41,39,43,43,35,13,10,5,1,0,0,0,0,0,318,11,24,198,0,120,1952,17,1935,5.4816,13,-3,132,14,0,0,0,0,0,0,2,7,13,29,37,46,82,47,28,21,16,9,4,7,2,1,1,1,0,0,0,0,0,0,0,137,134,82,394,88,0.2493,174,37,5.2323,5.1133,0.119,1.0806,0.9266,0.154,0.4814,0.2574
Brandin Podziemski,GSW,SG,11,8,19,1,0.0452,-0.5653,0.6105,0,0,0,0,0,0,0,1,2,2,22,29,48,50,41,50,44,35,13,10,5,1,0,0,0,0,0,0,0,0,0,249,56,48,129,19,101,830,92,738,2.0907,9,-5,84,23,0,0,0,0,0,0,2,7,12,21,32,38,75,44,41,30,21,12,6,7,2,1,1,1,0,0,0,0,0,0,0,166,112,75,491,231,0.6544,202,36,1.4363,1.102,0.3343,0.3094,0.1036,0.2058,0.3034,-0.009
Collin Gillespie,PHX,PG,15,8,23,0,2.1645,1.7793,0.3852,0,0,0,0,0,0,0,0,0,1,4,6,24,13,22,29,24,41,39,43,43,35,13,10,5,1,0,0,0,0,0,318,11,24,198,0,120,1952,17,1935,5.4816,13,-3,132,14,0,0,0,0,0,0,2,7,13,29,37,46,45,37,47,28,21,16,9,4,7,2,1,1,1,0,0,0,0,0,0,174,134,45,568,262,0.7422,0,0,4.7394,5.1133,-0.3739,0.9804,1.0015,-0.021,0.3274,0.1455
Marcus Smart,HOU,SG,13,8,21,2,1.0032,-0.8981,1.9014,0,0,0,0,0,0,0,0,2,0,10,21,32,34,24,41,39,43,43,35,13,10,5,1,0,0,0,0,0,0,0,288,33,32,168,5,115,1334,49,1285,3.6402,11,-4,107,14,0,0,0,0,0,0,2,7,13,29,36,43,125,33,22,18,9,4,7,2,1,1,1,0,0,0,0,0,0,0,0,98,130,125,270,-31,-0.0878,326,81,3.728,3.1076,0.6204,0.775,0.5095,0.2655,1.0463,-0.7908
Jalen Williams,OKC,SG,13,12,25,1,2.8239,1.385,1.4389,0,0,0,0,0,0,0,0,0,0,1,1,17,17,35,33,52,59,51,50,18,11,7,1,0,0,0,0,0,0,0,334,2,17,57,51,226,1669,3,1666,4.7195,11,-2,132,13,0,0,0,6,8,12,24,26,43,41,41,42,64,19,10,10,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,46,243,64,103,-792,-2.2436,77,31,6.9632,7.119,-0.1558,1.4322,1.2808,0.1514,0.2529,0.5371
Nikola Vučević,ORL,C,7,12,19,0,0.1386,0.6069,-0.4683,0,0,0,0,0,0,0,1,2,5,13,15,38,31,47,30,51,40,31,27,13,7,2,0,0,0,0,0,0,0,0,279,36,38,2,215,62,1181,69,1112,3.1501,10,-5,82,16,0,0,0,0,0,0,0,1,5,10,15,33,47,51,42,36,25,29,19,17,12,6,3,2,0,0,0,0,0,0,0,242,64,47,923,805,2.2805,0,0,0.8697,1.102,-0.2323,0.1943,0.1432,0.0511,0.0818,0.2092
Royce O'Neale,CHA,SF,8,7,15,-1,-1.4974,-0.8527,-0.6448,0,0,0,0,0,1,1,5,13,27,33,49,86,51,50,18,11,7,1,0,0,0,0,0,0,0,0,0,0,0,0,138,129,86,58,31,49,290,286,4,0.0113,6,-7,24,17,0,0,0,0,0,0,0,0,6,8,12,24,25,43,41,41,42,34,31,19,10,10,4,1,1,1,0,0,0,0,0,278,50,25,1151,1055,2.9887,0,0,-2.9773,-2.9093,-0.068,-0.5873,-0.5499,-0.0374,-0.3108,0.0535
Herbert Jones,NOP,SF,10,7,17,1,-0.8265,-1.7621,0.9356,0,0,0,0,0,0,1,2,2,22,29,26,72,41,50,44,35,13,10,5,1,0,0,0,0,0,0,0,0,0,0,199,82,72,119,10,70,581,174,407,1.153,8,-6,61,28,0,0,0,0,0,0,0,2,7,12,21,32,77,36,44,41,30,21,12,6,7,2,1,1,1,0,0,0,0,0,0,202,74,77,693,545,1.5439,242,40,-0.3909,-0.9037,0.5127,-0.0619,-0.2657,0.2038,0.5827,-0.6716
Jaime Jaquez Jr.,MIL,SF,7,8,15,-1,-1.3599,-0.7267,-0.6332,0,0,0,0,0,1,1,5,9,19,45,51,75,59,35,28,15,8,2,0,0,0,0,0,0,0,0,0,0,0,0,147,131,75,27,83,37,325,272,53,0.1501,6,-7,29,17,0,0,0,0,0,0,0,0,3,9,9,16,36,36,49,45,32,39,26,19,18,8,4,3,1,0,0,0,0,0,0,280,37,36,1182,1109,3.1416,0,0,-2.9915,-2.9093,-0.0822,-0.5902,-0.4917,-0.0985,-0.3254,-0.0226
Rui Hachimura,LAC,PF,7,8,15,-1,-1.3897,-0.4363,-0.9534,0,0,0,0,0,1,1,5,9,19,45,51,75,59,35,28,15,8,2,0,0,0,0,0,0,0,0,0,0,0,0,147,131,75,27,83,37,325,272,53,0.1501,6,-7,29,17,0,0,0,0,0,0,0,0,3,9,9,16,36,36,49,45,32,39,26,19,18,8,4,3,1,0,0,0,0,0,0,280,37,36,1182,1109,3.1416,0,0,-2.9915,-2.9093,-0.0822,-0.5902,-0.5043,-0.0859,-0.4768,0.251
Jalen Duren,DET,C,9,16,25,1,3.2156,2.6774,0.5382,0,0,0,0,0,0,0,0,0,0,2,3,12,11,7,17,24,29,47,30,51,40,31,27,13,7,2,0,0,0,0,336,5,12,0,186,150,2459,7,2452,6.9462,14,-2,125,7,0,0,0,0,0,1,5,10,15,35,51,49,82,19,29,19,16,11,6,3,2,0,0,0,0,0,0,0,0,0,0,105,166,82,326,-77,-0.2181,141,36,7.1643,7.119,0.0453,1.4731,1.4468,0.0263,0.3975,0.4303
LaMelo Ball,MIN,PG,17,10,27,0,4.511,4.838,-0.327,0,0,0,0,0,0,0,0,0,0,0,1,8,9,17,13,22,29,24,41,39,43,43,35,13,10,5,1,0,0,0,344,1,8,143,0,201,2631,1,2630,7.4504,15,-1,145,5,0,0,0,0,2,7,13,29,37,46,46,37,46,28,21,16,9,4,7,2,1,1,1,0,0,0,0,0,0,0,0,90,217,46,257,-446,-1.2635,0,0,8.7139,9.1246,-0.4108,1.7879,1.9956,-0.2076,-0.5433,1.6217
Aaron Gordon,DEN,PF,9,13,22,0,1.4583,1.9473,-0.4891,0,0,0,0,0,0,0,0,0,1,4,8,32,22,32,51,32,51,40,31,27,13,7,2,0,0,0,0,0,0,0,308,13,32,7,158,143,1504,19,1485,4.2068,11,-3,102,17,0,0,0,0,0,1,5,10,13,31,45,50,45,38,20,34,20,17,12,7,3,2,0,0,0,0,0,0,0,0,0,153,155,45,508,136,0.3853,0,0,3.8215,4.1105,-0.289,0.794,0.7023,0.0917,-0.2286,1.0469
Santi Aldama,DAL,PF,8,10,18,0,-0.0532,0.0925,-0.1457,0,0,0,0,0,0,0,1,3,7,12,30,69,41,65,44,30,29,13,7,2,0,0,0,0,0,0,0,0,0,0,231,53,69,30,124,77,711,92,619,1.7535,8,-5,58,22,0,0,0,0,0,0,1,3,11,9,23,34,49,43,46,29,34,21,23,13,7,4,3,0,0,0,0,0,0,0,0,223,81,49,814,642,1.8187,0,0,-0.0652,0.0992,-0.1643,0.0043,0.0619,-0.0576,-0.1633,0.1333
Dejounte Murray,NOP,PG,12,7,19,1,0.0344,-0.4897,0.5241,0,0,0,0,0,0,0,2,0,10,21,19,47,24,41,39,43,43,35,13,10,5,1,0,0,0,0,0,0,0,0,254,52,47,174,0,80,1046,101,945,2.6771,10,-5,93,17,0,0,0,0,0,0,0,2,7,13,29,36,87,32,49,33,22,18,9,4,7,2,1,1,1,0,0,0,0,0,0,179,87,87,596,425,1.204,224,45,1.4731,1.102,0.3711,0.3168,0.099,0.2178,0.4795,-0.1729
Nic Claxton,CHI,C,7,10,17,0,-0.7968,-0.5016,-0.2953,0,0,0,0,0,0,0,2,6,8,21,30,71,41,53,41,31,27,13,7,2,0,0,0,0,0,0,0,0,0,0,215,67,71,14,151,50,672,130,542,1.5354,8,-5,52,19,0,0,0,0,0,0,0,1,5,9,13,22,44,47,46,45,23,30,25,18,12,7,4,2,0,0,0,0,0,0,0,259,50,44,1013,913,2.5864,0,0,-1.051,-0.9037,-0.1473,-0.196,-0.2531,0.0572,0.0662,-0.071
Tobias Harris,SAS,PF,9,11,20,0,0.6634,0.5561,0.1072,0,0,0,0,0,0,0,0,1,3,7,12,54,45,41,65,44,30,29,13,7,2,0,0,0,0,0,0,0,0,0,276,23,54,28,126,122,987,39,948,2.6856,9,-4,83,25,0,0,0,0,0,1,3,11,9,23,34,50,42,46,29,34,21,23,13,7,4,3,0,0,0,0,0,0,0,0,0,180,131,42,591,288,0.8159,0,0,1.8697,2.1048,-0.2351,0.3974,0.3655,0.0319,-0.0625,0.3511
Bub Carrington,WAS,PG,5,3,8,-3,-4.644,-1.8601,-2.7839,0,0,2,1,7,30,24,37,60,63,60,39,14,10,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,323,14,14,0,2,23,1212,-1189,-3.3683,3,-10,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,10,19,24,32,46,33,46,38,36,25,15,7,9,2,1,1,1,0,345,2,6,2318,2316,6.5609,0,0,-9.9292,-9.9292,0,-1.9997,-1.883,-0.1167,-1.0275,0.3355
Ace Bailey,UTA,SF,6,6,12,-1,-2.6845,-1.2868,-1.3977,0,0,0,1,0,2,9,14,33,47,55,71,61,31,16,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,232,61,11,31,18,105,601,-496,-1.4051,4,-9,4,4,0,0,0,0,0,0,0,0,0,2,7,9,14,25,41,36,52,33,40,32,25,14,13,5,3,1,1,0,0,0,0,321,18,14,1626,1597,4.5241,0,0,-5.9292,-5.9178,-0.0113,-1.187,-1.0528,-0.1342,-0.605,0.0324
Jalen Suggs,ORL,PG,14,9,23,2,1.7245,-0.0255,1.7499,0,0,0,0,0,0,0,0,0,2,0,10,32,21,34,24,41,39,43,43,35,13,10,5,1,0,0,0,0,0,0,309,12,32,138,4,167,1643,16,1627,4.6091,12,-3,119,12,0,0,0,0,0,2,7,13,29,36,43,45,113,22,18,9,4,7,2,1,1,1,0,0,0,0,0,0,0,0,0,65,175,113,172,-304,-0.8612,245,82,5.4703,5.1133,0.3569,1.1289,0.815,0.3139,0.9475,-0.3268
Julian Champagnie,SAS,SF,11,11,22,0,1.4469,1.3295,0.1174,0,0,0,0,0,0,0,0,1,0,2,9,36,39,39,57,59,51,31,16,10,3,0,0,0,0,0,0,0,0,0,305,12,36,57,75,173,1184,17,1167,3.3059,9,-4,111,23,0,0,0,0,2,7,9,15,25,41,36,52,32,40,32,25,14,13,5,3,1,1,0,0,0,0,0,0,0,0,0,134,187,32,368,-173,-0.4901,0,0,3.796,4.1105,-0.3144,0.7888,0.6975,0.0913,-0.2376,0.9075
Draymond Green,GSW,PF,7,8,15,0,-1.6279,-2.0464,0.4185,0,0,0,0,0,1,1,5,9,19,45,51,75,59,35,28,15,8,2,0,0,0,0,0,0,0,0,0,0,0,0,147,131,75,27,83,37,325,272,53,0.1501,6,-7,29,17,0,0,0,0,0,0,0,0,3,9,9,16,36,36,49,45,32,39,26,19,18,8,4,3,1,0,0,0,0,0,0,280,37,36,1182,1109,3.1416,0,0,-2.9915,-2.9093,-0.0822,-0.5902,-0.6052,0.015,0.3624,-0.9211
Duncan Robinson,DET,SG,12,10,22,-1,1.3616,1.9414,-0.5798,0,0,0,0,0,0,0,0,0,2,1,7,49,25,46,54,50,52,38,13,10,5,1,0,0,0,0,0,0,0,0,294,10,49,93,40,161,1193,15,1178,3.3371,10,-3,111,20,0,0,0,0,2,7,10,19,24,32,46,33,45,38,36,25,15,7,9,2,1,1,1,0,0,0,0,0,0,0,0,135,173,45,375,-162,-0.4589,0,0,3.796,4.1105,-0.3144,0.7888,0.6613,0.1275,-0.5451,1.4896
Ayo Dosunmu,MIN,SG,11,7,18,0,0.0106,0.3521,-0.3416,0,0,0,0,0,0,1,1,3,16,20,30,51,40,41,43,43,35,13,10,5,1,0,0,0,0,0,0,0,0,0,231,71,51,151,1,79,795,141,654,1.8527,9,-6,79,22,0,0,0,0,0,0,0,2,7,13,26,37,35,44,35,48,35,26,18,11,4,7,2,1,1,1,0,0,0,0,0,233,85,35,864,698,1.9773,0,0,-0.1246,0.0992,-0.2238,-0.0078,0.0889,-0.0967,-0.2622,0.232
Alex Sarr,WAS,C,7,10,17,0,-0.5627,-0.0921,-0.4706,0,0,0,0,0,0,0,2,6,8,21,30,71,41,53,41,31,27,13,7,2,0,0,0,0,0,0,0,0,0,0,215,67,71,14,151,50,672,130,542,1.5354,8,-5,52,19,0,0,0,0,0,0,0,1,5,9,13,22,44,47,46,45,23,30,25,18,12,7,4,2,0,0,0,0,0,0,0,259,50,44,1013,913,2.5864,0,0,-1.051,-0.9037,-0.1473,-0.196,-0.1539,-0.042,-0.1472,0.0787
Deandre Ayton,WAS,C,6,11,17,0,-0.7376,-0.3655,-0.3721,0,0,0,0,0,0,1,2,5,13,15,23,46,47,30,51,40,31,27,13,7,2,0,0,0,0,0,0,0,0,0,248,59,46,0,219,29,902,128,774,2.1926,9,-6,66,17,0,0,0,0,0,0,0,0,1,5,10,15,32,48,51,42,36,25,29,19,17,12,6,3,2,0,0,0,0,0,0,290,31,32,1213,1159,3.2833,0,0,-1.0907,-0.9037,-0.187,-0.204,-0.228,0.024,0.2368,-0.3069
Donovan Clingan,POR,C,8,16,24,1,2.3962,1.7652,0.631,0,0,0,0,0,0,0,0,0,1,2,2,12,11,8,16,24,29,47,30,51,40,31,27,13,7,2,0,0,0,0,336,5,12,0,229,107,2458,9,2449,6.9377,14,-3,124,6,0,0,0,0,0,0,1,5,10,15,36,50,95,36,20,29,18,16,11,6,3,2,0,0,0,0,0,0,0,0,0,141,117,95,465,227,0.6431,187,46,6.2946,6.1161,0.1785,1.2964,1.0996,0.1968,0.8698,-0.0216
Kris Dunn,LAC,PG,11,7,18,1,-0.0725,-1.4083,1.3358,0,0,0,0,0,0,1,1,3,16,20,30,51,40,41,43,43,35,13,10,5,1,0,0,0,0,0,0,0,0,0,231,71,51,151,1,79,795,141,654,1.8527,9,-6,79,22,0,0,0,0,0,0,0,2,7,13,26,37,79,35,48,35,26,18,11,4,7,2,1,1,1,0,0,0,0,0,0,189,85,79,631,465,1.3173,233,44,0.5354,0.0992,0.4363,0.1263,0.0538,0.0726,0.6554,-0.9155
Jarrett Allen,CLE,C,9,15,24,1,2.8222,1.6817,1.1405,0,0,0,0,0,0,0,0,0,1,2,3,21,8,16,25,29,47,30,51,40,31,27,13,7,2,0,0,0,0,0,326,6,21,1,176,149,2125,10,2115,5.9915,13,-3,119,13,0,0,0,0,0,1,5,10,15,35,49,51,81,20,28,19,17,11,6,3,2,0,0,0,0,0,0,0,0,0,0,106,166,81,329,-72,-0.204,147,41,6.1955,6.1161,0.0793,1.2763,1.2801,-0.0038,0.5657,-0.0904
John Collins,DET,PF,7,10,17,0,-0.6901,-0.2061,-0.4841,0,0,0,0,0,0,0,2,6,8,21,30,71,41,53,41,31,27,13,7,2,0,0,0,0,0,0,0,0,0,0,215,67,71,14,151,50,672,130,542,1.5354,8,-5,52,19,0,0,0,0,0,0,0,1,5,9,13,22,44,47,46,45,23,30,25,18,12,7,4,2,0,0,0,0,0,0,0,259,50,44,1013,913,2.5864,0,0,-1.051,-0.9037,-0.1473,-0.196,-0.2079,0.012,-0.0878,0.0903
Tre Jones,CHI,PG,12,7,19,-1,0.3642,0.8666,-0.5024,0,0,0,0,0,0,0,2,0,10,21,19,47,24,41,39,43,43,35,13,10,5,1,0,0,0,0,0,0,0,0,254,52,47,174,0,80,1046,101,945,2.6771,10,-5,93,17,0,0,0,0,0,0,0,2,7,13,29,36,42,45,32,49,33,22,18,9,4,7,2,1,1,1,0,0,0,0,0,224,87,42,820,649,1.8385,0,0,0.8385,1.102,-0.2635,0.1879,0.2388,-0.0508,-0.2274,0.4295
Noah Clowney,BKN,PF,6,8,14,-1,-1.9095,-0.6954,-1.2142,0,0,0,0,0,1,3,7,12,30,48,53,74,44,30,29,13,7,2,0,0,0,0,0,0,0,0,0,0,0,0,125,154,74,5,96,24,290,347,-57,-0.1615,6,-7,26,16,0,0,0,0,0,0,0,0,1,3,11,9,22,34,50,43,46,29,34,21,23,13,7,4,3,0,0,0,0,0,0,307,24,22,1394,1350,3.8244,0,0,-3.9858,-3.9122,-0.0737,-0.7922,-0.7245,-0.0677,-0.4563,0.1784
Derrick Jones Jr.,LAC,SF,11,10,21,1,0.9026,-0.2704,1.1729,0,0,0,0,0,0,0,0,1,1,5,13,51,33,52,59,51,50,18,11,7,1,0,0,0,0,0,0,0,0,0,282,20,51,81,52,149,1018,30,988,2.7989,9,-4,102,25,0,0,0,0,0,6,8,12,24,26,43,41,82,34,31,19,10,10,4,1,1,1,0,0,0,0,0,0,0,0,0,111,160,82,291,-160,-0.4533,153,42,3.2521,3.1076,0.1445,0.6783,0.4668,0.2115,0.41,-0.0103
Jaylon Tyson,CLE,SG,10,9,19,0,0.2775,0.2254,0.0522,0,0,0,0,0,0,0,1,1,5,13,27,57,52,59,51,50,18,11,7,1,0,0,0,0,0,0,0,0,0,0,249,47,57,78,60,111,736,77,659,1.8669,8,-5,77,25,0,0,0,0,0,0,6,8,12,24,26,43,40,41,42,34,31,19,10,10,4,1,1,1,0,0,0,0,0,0,0,194,119,40,638,347,0.983,0,0,0.8839,1.102,-0.2181,0.1971,0.202,-0.0049,-0.1909,0.3258
Myles Turner,MIL,C,6,11,17,0,-0.7745,-0.8335,0.059,0,0,0,0,0,0,1,2,5,13,15,23,46,47,30,51,40,31,27,13,7,2,0,0,0,0,0,0,0,0,0,248,59,46,0,219,29,902,128,774,2.1926,9,-6,66,17,0,0,0,0,0,0,0,0,1,5,10,15,32,48,51,42,36,25,29,19,17,12,6,3,2,0,0,0,0,0,0,290,31,32,1213,1159,3.2833,0,0,-1.0907,-0.9037,-0.187,-0.204,-0.2437,0.0396,0.4807,-0.6753
Isaac Okoro,CHI,SG,8,7,15,-1,-1.7307,-0.8178,-0.9129,0,0,0,0,0,1,1,5,13,27,33,49,86,51,50,18,11,7,1,0,0,0,0,0,0,0,0,0,0,0,0,138,129,86,58,31,49,290,286,4,0.0113,6,-7,24,17,0,0,0,0,0,0,0,0,6,8,12,24,25,43,41,41,42,34,31,19,10,10,4,1,1,1,0,0,0,0,0,278,50,25,1151,1055,2.9887,0,0,-2.9773,-2.9093,-0.068,-0.5873,-0.6487,0.0614,-0.329,0.2825
Luguentz Dort,ATL,SF,8,8,16,0,-1.1996,-1.4295,0.2299,0,0,0,0,0,1,0,2,9,14,33,47,77,59,51,31,16,10,3,0,0,0,0,0,0,0,0,0,0,0,0,170,106,77,50,63,57,386,208,178,0.5042,6,-7,38,23,0,0,0,0,0,0,0,2,7,9,15,25,40,36,52,33,40,32,25,14,13,5,3,1,1,0,0,0,0,0,0,255,58,40,1009,889,2.5184,0,0,-2.0142,-1.9065,-0.1076,-0.3916,-0.4238,0.0321,0.171,-0.4903
Tim Hardaway Jr.,MIA,SG,9,7,16,-2,-1.0025,0.6901,-1.6926,0,0,0,0,0,0,2,1,7,30,24,37,83,50,52,38,13,10,5,1,0,0,0,0,0,0,0,0,0,0,0,169,101,83,89,19,61,407,220,187,0.5297,7,-6,40,24,0,0,0,0,0,0,0,2,7,10,19,24,31,46,33,46,38,36,25,15,7,9,2,1,1,1,0,0,0,0,0,260,62,31,1030,900,2.5496,0,0,-2.0198,-1.9065,-0.1133,-0.3928,-0.3403,-0.0525,-0.9244,1.1387
Cason Wallace,OKC,SG,14,9,23,3,1.9738,-1.0067,2.9805,0,0,0,0,0,0,0,0,0,2,0,10,32,21,34,24,41,39,43,43,35,13,10,5,1,0,0,0,0,0,0,309,12,32,138,4,167,1643,16,1627,4.6091,12,-3,119,12,0,0,0,0,0,2,7,13,29,36,43,45,135,18,9,4,7,2,1,1,1,0,0,0,0,0,0,0,0,0,0,43,175,135,107,-369,-1.0453,310,104,5.6544,5.1133,0.5411,1.1663,0.9207,0.2457,1.4589,-1.2984
Sam Merrill,CLE,SG,11,9,20,-1,0.8096,1.9368,-1.1272,0,0,0,0,0,0,0,0,2,1,7,30,44,46,54,50,52,38,13,10,5,1,0,0,0,0,0,0,0,0,0,269,40,44,98,39,132,899,55,844,2.3909,9,-4,91,21,0,0,0,0,0,2,7,10,19,24,32,46,32,46,38,36,25,15,7,9,2,1,1,1,0,0,0,0,0,0,0,181,140,32,556,192,0.5439,0,0,1.847,2.1048,-0.2578,0.3928,0.4275,-0.0346,-0.8903,1.5234
Maxime Raynaud,SAC,C,4,8,12,-2,-2.7725,-0.7571,-2.0154,0,0,0,0,1,4,8,16,21,32,53,39,59,40,31,27,13,7,2,0,0,0,0,0,0,0,0,0,0,0,0,120,174,59,0,114,6,282,489,-207,-0.5864,6,-8,24,14,0,0,0,0,0,0,0,0,0,0,1,5,9,13,31,45,50,46,38,20,34,20,17,12,7,3,2,0,0,0,0,338,6,9,1913,1906,5.3994,0,0,-5.9858,-5.9178,-0.068,-1.1985,-1.0901,-0.1084,-0.5802,0.1814
Jaylen Wells,MEM,SG,9,8,17,-1,-0.5863,0.1081,-0.6943,0,0,0,0,0,0,1,1,5,13,27,33,76,59,51,50,18,11,7,1,0,0,0,0,0,0,0,0,0,0,0,197,80,76,77,47,73,487,157,330,0.9348,7,-6,52,28,0,0,0,0,0,0,0,6,8,12,24,26,42,41,41,42,34,31,19,10,10,4,1,1,1,0,0,0,0,0,0,235,76,42,873,701,1.9858,0,0,-1.051,-0.9037,-0.1473,-0.196,-0.1639,-0.032,-0.4722,0.5297
Pelle Larsson,MIA,SG,10,9,19,0,0.1419,-0.1227,0.2647,0,0,0,0,0,0,0,1,1,5,13,27,57,52,59,51,50,18,11,7,1,0,0,0,0,0,0,0,0,0,0,249,47,57,78,60,111,736,77,659,1.8669,8,-5,77,25,0,0,0,0,0,0,6,8,12,24,26,43,40,41,42,34,31,19,10,10,4,1,1,1,0,0,0,0,0,0,0,194,119,40,638,347,0.983,0,0,0.8839,1.102,-0.2181,0.1971,0.1446,0.0525,-0.0095,0.1443
Jusuf Nurkić,UTA,C,6,12,18,1,-0.0884,-1.1879,1.0994,0,0,0,0,0,0,1,2,3,9,8,17,36,29,47,30,51,40,31,27,13,7,2,0,0,0,0,0,0,0,0,277,40,36,0,248,29,1179,88,1091,3.0907,10,-6,81,15,0,0,0,0,0,0,0,0,1,5,10,15,83,51,41,41,20,28,19,17,11,6,3,2,0,0,0,0,0,0,0,239,31,83,903,849,2.4051,288,49,0.6856,0.0992,0.5864,0.1569,0.047,0.1098,0.9954,-1.1842
Miles McBride,NYK,SG,13,8,21,0,1.253,0.9171,0.3359,0,0,0,0,0,0,0,0,2,0,10,21,32,34,24,41,39,43,43,35,13,10,5,1,0,0,0,0,0,0,0,288,33,32,168,5,115,1334,49,1285,3.6402,11,-4,107,14,0,0,0,0,0,0,2,7,13,29,36,43,44,32,49,33,22,18,9,4,7,2,1,1,1,0,0,0,0,0,0,179,130,44,596,295,0.8357,0,0,2.8045,3.1076,-0.3031,0.5874,0.6153,-0.0279,0.1002,0.1472
Reed Sheppard,HOU,SG,12,7,19,0,0.2956,0.2209,0.0747,0,0,0,0,0,0,0,2,0,10,21,19,47,24,41,39,43,43,35,13,10,5,1,0,0,0,0,0,0,0,0,254,52,47,174,0,80,1046,101,945,2.6771,10,-5,93,17,0,0,0,0,0,0,0,2,7,13,29,36,42,45,32,49,33,22,18,9,4,7,2,1,1,1,0,0,0,0,0,224,87,42,820,649,1.8385,0,0,0.8385,1.102,-0.2635,0.1879,0.2097,-0.0218,0.1091,-0.0636
Kyle Kuzma,MIL,PF,8,8,16,0,-1.2849,-1.0175,-0.2674,0,0,0,0,0,1,0,2,9,14,33,47,77,59,51,31,16,10,3,0,0,0,0,0,0,0,0,0,0,0,0,170,106,77,50,63,57,386,208,178,0.5042,6,-7,38,23,0,0,0,0,0,0,0,2,7,9,15,25,40,36,52,33,40,32,25,14,13,5,3,1,1,0,0,0,0,0,0,255,58,40,1009,889,2.5184,0,0,-2.0142,-1.9065,-0.1076,-0.3916,-0.4599,0.0683,-0.0438,-0.0654
